Provider_Number,Network,Facility_Name,Five_Star_Date,Five_Star,Five_Star_Data_Availability_Code,Address_Line_1,Address_Line_2,City,State,Zip,County,Profit_or_NonProfit,Chain_Owned,Chain_Organization,#_of_Dialysis_Stations,Offers_in-center_hemodialysis,Offers_peritoneal_dialysis,Offers_home_hemodialysis_training,Patient_Transfusion_category_text,Number_of_patients_included_in_the_transfusion_summary,Number_of_patients_in_hypercalcemia_summary,Number_of_patient-months_in_hypercalcemia_summary,Number_of_patients_in_Serum_phosphorus_summary,Number_of_patient-months_in_Serum_phosphorus_summary_,Patient_hospitalization_category_text,Patient_Hospital_Readmission_Category,Patient_Survival_Category_Text,patients_included_hospitalization_summary,hospitalizations_in_hospital_readmission_summary,Number_of_Patients_included_in_survival_summary,Mortality_Rate_(Facility),Readmission_Rate_(Facility),Hospitalization_Rate_(Facility),Patient_Infection_category_text,Transfusion_Rate_(Facility),Fistula_Category_Text,Number_of_Patients_included_in_fistula_summary,Fistula_Rate_(Facility),Number_of_patients_in_long_term_catheter_summary,Number_of_patient_months_in_long_term_catheter_summary,Number_of_patients_in_nPCR_summary,Number_of_patient-months_in_nPCR_summary,SWR_category_text,Number_of_patients_in_this_facility_for_SWR,PPPW_category_text,Number_of_patients_for_PPPW
392868,4,DIALYZE DIRECT PA LLC,01/01/2016-12/31/2019,1,1,"495 THOMAS JONES WAY, SUITE 300",,EXTON,PA,19341,,Profit,Yes,DIALYZE DIRECT PA LLC,1,0,0,1,Not Available,17,26,124,32,142,As Expected,As Expected,As Expected,25,43,30,43.2,32.7,220.5,Not Available,,As Expected,30,30.2,30,138,0,,Not Available,0,Not Available,0
412512,1,DIALYSIS CENTER OF EAST PROVIDENCE,01/01/2016-12/31/2019,4,1,318 WATERMAN AVENUE,,EAST PROVIDENCE,RI,2914,PROVIDENCE,Profit,Yes,AMERICAN RENAL ASSOCIATES,21,1,1,0,As Expected,61,102,892,110,937,As Expected,As Expected,As Expected,83,90,312,18.9,29.9,160.9,As Expected,34.9,Better than Expected,88,79.3,88,781,0,,Better than Expected,33,Better than Expected,76
412514,1,DIALYSIS CENTER OF JOHNSTON,01/01/2016-12/31/2019,5,1,1526 ATWOOD AVENUE,,JOHNSTON,RI,2919,PROVIDENCE,Profit,Yes,AMERICAN RENAL ASSOCIATES,21,1,0,0,As Expected,51,79,784,82,815,As Expected,As Expected,As Expected,62,80,254,16.7,24.9,187.4,As Expected,16.9,As Expected,81,71.5,81,789,0,,As Expected,31,As Expected,45
422632,6,DAVITA CHARLES TOWNE DIALYSIS,01/01/2016-12/31/2019,5,1,1964 ASHLEY RIVER ROAD,SUITE D-3,CHARLESTON,SC,29407,CHARLESTON,Profit,Yes,DAVITA,20,1,0,0,As Expected,49,74,601,77,622,As Expected,As Expected,As Expected,62,60,251,20,18.4,211.9,As Expected,0,As Expected,78,56.4,78,624,0,,Not Available,25,As Expected,61
442539,8,DAVITA COLUMBIA DIALYSIS,01/01/2016-12/31/2019,3,1,1705 GROVE DRIVE,,COLUMBIA,TN,38401,MAURY,Profit,Yes,DAVITA,18,1,1,0,Worse than Expected,23,29,261,30,269,As Expected,As Expected,As Expected,23,25,113,31.9,30,259.9,As Expected,91.2,As Expected,30,64.4,30,269,0,,Not Available,10,As Expected,28
442540,8,DAVITA WHITEBRIDGE DIALYSIS,01/01/2016-12/31/2019,4,1,103 WHITE BRIDGE ROAD  #6,,NASHVILLE,TN,37209,DAVIDSON,Profit,Yes,DAVITA,15,1,0,0,As Expected,33,53,457,55,460,As Expected,As Expected,As Expected,39,42,204,22.3,34.3,169.9,Better than Expected,9.9,As Expected,56,57.4,56,455,0,,Not Available,13,As Expected,57
442541,8,DCI SOUTHERN HILLS,01/01/2016-12/31/2019,3,1,510 RECOVERY ROAD,SUITE 100,NASHVILLE,TN,37211,DAVIDSON,Non-Profit,Yes,"DIALYSIS CLINIC, INC.",22,1,0,0,As Expected,77,112,1063,120,1121,As Expected,As Expected,As Expected,87,96,313,21.7,24,197.4,Better than Expected,4.8,As Expected,119,55.2,119,1120,0,,As Expected,51,As Expected,103
442549,8,DAVITA MURFREESBORO DIALYSIS,01/01/2016-12/31/2019,1,1,1644 GATEWAY BOULEVARD,,MURFREESBORO,TN,37129,RUTHERFORD,Profit,Yes,DAVITA,17,1,1,0,As Expected,29,59,533,56,528,As Expected,As Expected,As Expected,38,57,179,21.2,40,233.2,As Expected,39.5,Worse than Expected,57,36.9,57,544,0,,Not Available,12,As Expected,52
442553,8,FMC WEST KNOXVILLE,01/01/2016-12/31/2019,5,1,11305 STATION WEST,,KNOXVILLE,TN,37922,KNOX,Profit,Yes,FRESENIUS MEDICAL CARE,13,1,0,0,As Expected,21,28,243,31,257,As Expected,As Expected,As Expected,23,18,95,16.4,31.3,86.1,As Expected,0,As Expected,31,69.9,31,258,0,,Not Available,6,As Expected,14
552503,17,FMC SANTA  ROSA NORTH,01/01/2016-12/31/2019,4,1,487 AVIATION BLVD. SUITE 110,,SANTA ROSA,CA,95403,SONOMA,Profit,Yes,FRESENIUS MEDICAL CARE,13,1,0,0,Not Available,9,17,162,17,165,As Expected,As Expected,As Expected,13,15,64,11.4,6,178.6,As Expected,,As Expected,17,51.5,17,165,0,,Not Available,8,As Expected,14
552504,17,DAVITA TOKAY DIALYSIS CENTER,01/01/2016-12/31/2019,4,1,312 SOUTH FAIRMONT AVENUE SUITE A,,LODI,CA,95240,SAN JOAQUIN,Profit,Yes,DAVITA,12,1,0,0,As Expected,47,75,690,78,718,As Expected,As Expected,As Expected,55,58,232,30.2,25.6,178.9,Better than Expected,18.7,As Expected,78,70.7,78,702,0,,Not Available,20,As Expected,56
552505,17,DAVITA FRESNO PALM BLUFFS DIALYSIS,01/01/2016-12/31/2019,4,1,770 WEST PINEDALE AVE,,FRESNO,CA,93711,FRESNO,Profit,Yes,DAVITA,25,1,0,0,As Expected,92,158,1422,167,1473,As Expected,As Expected,As Expected,109,100,519,26.5,25.4,153.3,As Expected,9.8,As Expected,165,71.4,165,1473,1,8,As Expected,58,Better than Expected,125
552591,17,DAVITA WEST SACRAMENTO DIALYSIS CENTER,01/01/2016-12/31/2019,4,1,3450 INDUSTRIAL BOULEVARD SUITE 100,,WEST SACRAMENTO,CA,95691,YOLO,Profit,Yes,DAVITA,21,1,1,1,As Expected,96,158,1415,161,1476,As Expected,As Expected,As Expected,110,100,442,25.5,23,160.5,As Expected,3.8,As Expected,137,65.3,137,1212,0,,As Expected,64,As Expected,134
552592,17,DAVITA STOCKTON KIDNEY CLINIC,01/01/2016-12/31/2019,4,1,1523 EAST MARCH LANE SUITE 200,,STOCKTON,CA,95210,SAN JOAQUIN,Profit,Yes,DAVITA,20,1,0,0,As Expected,101,150,1432,159,1479,As Expected,As Expected,Worse than Expected,112,100,501,29.3,26.9,182.2,As Expected,11,As Expected,159,67.9,159,1478,0,,As Expected,57,Better than Expected,133
432311,11,AVERA DIALYSIS - SIOUX FALLS,01/01/2016-12/31/2019,,261,1315 S CLIFF AVE,"PLAZA 3, SUITE 4000",SIOUX FALLS,SD,57105,MINNEHAHA,Non-Profit,No,INDEPENDENT,22,1,1,1,As Expected,143,188,1589,203,1677,Not Available,As Expected,Not Available,,179,,,25.1,,Worse than Expected,21.3,Not Available,,,144,1113,0,,Better than Expected,57,Not Available,
432312,11,SANFORD MEDICAL CENTER,01/01/2016-12/31/2019,3,1,1321 W 22ND ST,,SIOUX FALLS,SD,57105,MINNEHAHA,Non-Profit,Yes,SANFORD HEALTH,28,1,0,0,As Expected,63,99,868,109,918,As Expected,As Expected,As Expected,81,99,139,21.1,32.4,201.6,As Expected,2.6,As Expected,108,52,108,907,0,,Not Available,7,As Expected,85
432501,11,BLACK HILLS DIALYSIS - EAGLE BUTTE,01/01/2016-12/31/2019,5,1,201 SOUTH SYCAMORE STREET,,EAGLE BUTTE,SD,57625,DEWEY,Profit,No,INDEPENDENT,12,1,0,0,As Expected,42,57,564,59,549,As Expected,As Expected,As Expected,46,43,165,18.2,18.2,153.8,As Expected,0,Better than Expected,61,82.7,61,592,0,,As Expected,23,As Expected,59
432503,11,DAVITA SIOUX FALLS COMMUNITY DIALYSIS,01/01/2016-12/31/2019,4,1,2326 W 69TH ST,,SIOUX FALLS,SD,57108,LINCOLN,Profit,Yes,DAVITA,12,1,1,1,As Expected,30,42,374,45,386,As Expected,As Expected,As Expected,37,40,171,19.3,30.4,172,As Expected,0,As Expected,36,51.7,36,317,0,,Not Available,10,As Expected,48
432504,11,DAVITA ROSEBUD DIALYSIS,01/01/2016-12/31/2019,4,1,1 SOLDIER CREEK RD,,ROSEBUD,SD,57570,TODD,Profit,Yes,DAVITA,12,1,0,0,As Expected,35,47,403,51,428,As Expected,As Expected,As Expected,39,39,181,22.1,13.9,184.2,Worse than Expected,17.8,As Expected,51,65.5,51,430,0,,Not Available,15,As Expected,44
412515,1,BIO-MEDICAL APPLICATIONS OF RHODE ISLAND,01/01/2016-12/31/2019,5,1,622 GEORGE WASHINGTON HIGHWAY,,LINCOLN,RI,2865,PROVIDENCE,Non-Profit,Yes,FRESENIUS MEDICAL CARE,17,1,1,0,Not Available,20,35,302,38,338,As Expected,As Expected,As Expected,26,25,40,9.2,24,151.7,As Expected,,As Expected,38,76.6,38,342,0,,Not Available,5,As Expected,29
413500,1,THE DIALYSIS CENTER OF RHODE ISLAND HOSPITAL,01/01/2016-12/31/2019,3,1,22 BAKER STREET,,PROVIDENCE,RI,2905,PROVIDENCE,Non-Profit,No,INDEPENDENT,18,1,1,1,As Expected,60,110,1106,117,1133,As Expected,As Expected,As Expected,67,87,297,25.8,29.9,228.3,As Expected,22.8,As Expected,86,69.2,86,887,0,,As Expected,43,As Expected,112
413501,1,DIALYSIS CENTER OF RHODE ISLAND HOSPITAL,01/01/2016-12/31/2019,5,1,950 WARREN AVENUE,SUITE 101,EAST PROVIDENCE,RI,2914,PROVIDENCE,Non-Profit,No,INDEPENDENT,12,1,0,0,As Expected,31,49,480,52,496,As Expected,As Expected,As Expected,40,45,142,14.4,25.3,155.8,As Expected,13.6,As Expected,51,76.2,51,491,1,3,As Expected,18,As Expected,32
422503,6,DSI GREENVILLE RENAL CENTER,01/01/2016-12/31/2019,3,1,1004 GROVE ROAD,,GREENVILLE,SC,29605,GREENVILLE,Profit,Yes,"US RENAL CARE, INC.",37,1,1,1,As Expected,81,122,1090,127,1118,As Expected,As Expected,Worse than Expected,103,113,426,35,20.9,179.2,As Expected,12.8,As Expected,129,50.8,129,1139,0,,Worse than Expected,56,As Expected,110
422609,6,DAVITA FORT MILL DIALYSIS,01/01/2016-12/31/2019,5,1,1975 CAROLINA PLACE DR,,FORT MILL,SC,29708,YORK,Profit,Yes,DAVITA,20,1,0,0,As Expected,63,79,756,87,780,As Expected,As Expected,As Expected,71,88,270,20.3,31.6,209.4,As Expected,2.9,As Expected,86,76.6,86,782,0,,As Expected,35,As Expected,77
422610,6,DAVITA MYRTLE BEACH DIALYSIS,01/01/2016-12/31/2019,4,1,3919 MAYFAIR STREET,,MYRTLE BEACH,SC,29577,HORRY,Profit,Yes,DAVITA,16,1,0,0,As Expected,41,67,518,68,518,As Expected,As Expected,As Expected,50,39,193,18.9,24.1,164,As Expected,0,As Expected,69,57.4,69,539,0,,As Expected,17,As Expected,123
442555,8,DCI CHATTANOOGA BROAD ST,01/01/2016-12/31/2019,5,1,3555 BROAD ST.,,CHATTANOOGA,TN,37409,HAMILTON,Non-Profit,Yes,"DIALYSIS CLINIC, INC.",16,1,0,0,As Expected,53,72,662,78,686,As Expected,As Expected,As Expected,61,64,227,22.7,28.2,170,As Expected,9.8,As Expected,79,66.3,79,700,0,,As Expected,33,As Expected,70
392887,4,DAVITA DUKE ST DIALYSIS,01/01/2016-12/31/2019,,260,"901 E. MAIN STREET, SUITE 12",,PALMYRA,PA,17078,,Profit,Yes,DAVITA,12,1,0,0,Not Available,4,7,25,9,29,Not Available,Not Available,Not Available,4,4,4,,,,Not Available,,Not Available,9,,9,30,0,,Not Available,0,Not Available,6
392888,4,DAVITA CEDAR GROVE DIALYSIS,01/01/2016-12/31/2019,5,1,4952 PARKSIDE AVENUE,,PHILADELPHIA,PA,19131,,Profit,Yes,DAVITA,25,1,0,0,As Expected,54,102,427,105,431,As Expected,As Expected,As Expected,64,31,64,13.1,23,107.1,Not Available,0,As Expected,106,52.8,106,432,0,,Not Available,0,As Expected,88
392889,4,DAVITA ETOWAH DIALYSIS LLC,01/01/2016-12/31/2019,,260,"2550 ROUTE 100, SUITE 2",,MACUNGIE,PA,18062,,Profit,Yes,DAVITA,12,1,0,0,Not Available,0,2,5,2,5,Not Available,Not Available,Not Available,2,0,2,,,,Not Available,,Not Available,2,,2,5,0,,Not Available,0,Not Available,2
392890,4,"DIALYSIS CARE CENTER FULTON COUNTY, LLC",01/01/2016-12/31/2019,,260,214 PEACH ORCHARD ROAD,,MCCONNELLSBURG,PA,17233,,Profit,No,INDEPENDENT,8,1,0,0,Not Available,8,13,54,14,48,Not Available,Not Available,Not Available,11,4,11,,,,Not Available,,As Expected,14,63.5,14,57,0,,Not Available,0,Not Available,7
392891,4,DAVITA NORRISTOWN DIALYSIS,01/01/2016-12/31/2019,,260,"1700 MARKLEY STREET, SUITE 122",,NORRISTOWN,PA,19401,,Profit,Yes,DAVITA,13,1,0,0,Not Available,2,2,6,2,6,Not Available,Not Available,Not Available,2,0,2,,,,Not Available,,Not Available,2,,2,6,0,,Not Available,0,Not Available,2
452500,14,MIDTOWN KIDNEY CENTER,01/01/2016-12/31/2019,3,1,9126 EASTEX FREEWAY,,HOUSTON,TX,77093,HARRIS,Profit,Yes,FRESENIUS MEDICAL CARE,13,1,1,0,As Expected,40,55,428,55,435,As Expected,As Expected,As Expected,46,39,156,22.2,21.8,261.3,As Expected,40.1,As Expected,55,69.9,55,439,0,,Not Available,17,As Expected,53
452501,14,FRESENIUS MEDICAL CARE PD SERVICES OF DALLAS,01/01/2016-12/31/2019,3,1,8700 NORTH STEMMONS,SUITE # 130,DALLAS,TX,75247,DALLAS,Profit,Yes,FRESENIUS MEDICAL CARE,0,0,1,0,Not Available,16,25,168,25,169,As Expected,Not Available,As Expected,18,5,100,27,,129.6,Not Available,,Not Available,0,,0,,0,,Not Available,6,As Expected,24
452506,14,DIALYSIS CENTER OF LUBBOCK,01/01/2016-12/31/2019,3,1,6630 QUAKER AVE,SUITE 102,LUBBOCK,TX,79413,LUBBOCK,Profit,Yes,FRESENIUS MEDICAL CARE,29,1,1,0,As Expected,156,192,1669,215,1790,As Expected,As Expected,As Expected,166,173,728,22.3,31.3,160.8,Better than Expected,13.6,As Expected,211,54,211,1755,0,,As Expected,95,As Expected,188
452507,14,FRESENIUS MEDICAL CARE WESTOVER HILLS,01/01/2016-12/31/2019,4,1,9010 CULEBRA RD,,SAN ANTONIO,TX,78251,BEXAR,Profit,Yes,FRESENIUS MEDICAL CARE,18,1,1,0,Worse than Expected,93,135,1197,143,1241,As Expected,As Expected,As Expected,106,118,399,24.4,27.6,211.6,As Expected,43.5,Better than Expected,122,76.4,122,1050,0,,As Expected,40,As Expected,111
452508,14,FRESENIUS MEDICAL CARE MCALLEN,01/01/2016-12/31/2019,3,1,1325 EAST QUEBEC,,MCALLEN,TX,78503,HIDALGO,Profit,Yes,FRESENIUS MEDICAL CARE,37,1,1,1,As Expected,224,312,2954,323,3027,As Expected,As Expected,As Expected,248,253,1007,22,26.3,202.7,Better than Expected,12.3,As Expected,244,56.3,244,2408,0,,Better than Expected,110,Better than Expected,265
452658,14,DAVITA VICTORIA DIALYSIS CENTER,01/01/2016-12/31/2019,5,1,1405 VICTORIA STATION DRIVE,,VICTORIA,TX,77901,VICTORIA,Profit,Yes,DAVITA,29,1,1,0,As Expected,125,162,1463,173,1518,As Expected,As Expected,As Expected,134,150,571,25.6,17.8,177.3,As Expected,17.4,As Expected,134,66,134,1148,0,,As Expected,61,As Expected,145
422672,6,BIO-MEDICAL APPLICATIONS OF SOUTH CAROLINA INC.,01/01/2016-12/31/2019,5,1,125 KINARD ST,,ORANGEBURG,SC,29118,,Profit,Yes,FRESENIUS MEDICAL CARE,11,1,0,0,As Expected,27,38,267,42,297,As Expected,As Expected,Not Available,31,37,33,,33.8,188.6,As Expected,7.9,As Expected,42,63.7,42,298,0,,Not Available,0,As Expected,36
422673,6,USRC MAULDIN LLC,01/01/2016-12/31/2019,4,1,1328 HIGHWAY 14,,SIMPSONVILLE,SC,29681,,Non-Profit,Yes,"US RENAL CARE, INC.",12,1,0,0,As Expected,32,55,361,59,417,As Expected,Better than Expected,As Expected,39,44,39,10.1,8.1,161.2,As Expected,28.9,As Expected,39,65.9,39,280,0,,Not Available,4,As Expected,47
422674,6,DAVITA TOTAL RENAL CARE INC.,01/01/2016-12/31/2019,,260,231 KELLEY STREET,,LAKE CITY,SC,29560,,Profit,Yes,DAVITA,16,1,0,0,Not Available,6,12,55,13,66,Not Available,Not Available,Not Available,7,6,7,,,,Not Available,,As Expected,13,51.6,13,73,0,,Not Available,1,As Expected,16
422675,6,DAVITA SALLY HILL DIALYSIS,01/01/2016-12/31/2019,,260,1471 N. CASHUA DRIVE,,FLORENCE,SC,29501,,Profit,Yes,DAVITA,12,1,0,0,Not Available,9,13,60,14,67,Not Available,Not Available,Not Available,10,10,10,,,,Not Available,,As Expected,14,46,14,67,0,,Not Available,0,Worse than Expected,13
442605,8,U.S. RENAL CARE SOUTH MEMPHIS DIALYSIS,01/01/2016-12/31/2019,1,1,3960 KNIGHT ARNOLD RD,SUITE 107,MEMPHIS,TN,38118,SHELBY,Profit,Yes,DIVERSIFIED SPECIALTY INSTITUTES (DSI),25,1,0,0,As Expected,44,66,651,68,620,As Expected,As Expected,As Expected,49,48,200,24.7,28.6,186.8,As Expected,36.7,As Expected,71,61.1,71,670,0,,As Expected,32,As Expected,56
442732,8,WELLBOUND OF MEMPHIS LLC,01/01/2016-12/31/2019,3,1,780 TRUSE PKWY,,MEMPHIS,TN,38117,SHELBY,Profit,Yes,SATELLITE HEALTHCARE,0,0,1,1,As Expected,66,103,876,103,896,As Expected,As Expected,As Expected,80,70,302,21.6,23,188.6,Not Available,12.4,As Expected,36,70.9,36,288,0,,Better than Expected,32,Better than Expected,97
442733,8,DAVITA MEDINA DIALYSIS,01/01/2016-12/31/2019,3,1,210 GRACE CV,,MEDINA,TN,38355,BALTIMORE,Profit,Yes,DAVITA,12,1,1,0,Worse than Expected,45,57,491,59,514,As Expected,As Expected,As Expected,50,46,124,22.2,36.2,165.1,As Expected,64.8,As Expected,44,72.1,44,375,0,,As Expected,26,As Expected,53
442734,8,"BIO-MEDICAL APPLICATIONS OF TENNESSEE, INC",01/01/2016-12/31/2019,3,1,1 MEDICAL PARK BLVD,SUITE 100-E,BRISTOL,TN,37620,SULLIVAN,Profit,Yes,FRESENIUS MEDICAL CARE,0,0,1,1,Not Available,19,28,219,29,225,As Expected,As Expected,As Expected,23,25,85,29.4,17.3,263.3,Not Available,,As Expected,19,67,19,155,0,,Not Available,7,As Expected,28
442735,8,"FMC SOUTH AIRWAYS, LLC",01/01/2016-12/31/2019,2,1,5484 AIRWAYS BLVD,,MEMPHIS,TN,38116,SHELBY,Profit,Yes,FRESENIUS MEDICAL CARE,29,1,1,1,As Expected,82,113,1076,123,1103,As Expected,As Expected,As Expected,92,126,300,26.5,33.1,246.1,As Expected,40.1,As Expected,98,57.6,98,833,0,,Worse than Expected,61,As Expected,122
442736,8,SRS-NASHVILLE HH LLC,01/01/2016-12/31/2019,1,1,3900 CLIFTON AVE,,NASHVILLE,TN,37209,DAVIDSON,Profit,No,INDEPENDENT,10,1,1,1,Worse than Expected,29,53,413,56,415,As Expected,As Expected,Worse than Expected,34,43,100,40,21.1,233.9,As Expected,101.6,Worse than Expected,51,31.2,51,389,0,,Not Available,4,As Expected,34
452753,14,FALLS COUNTY KIDNEY CENTER,01/01/2016-12/31/2019,5,1,602 HWY 6 SOUTH,,MARLIN,TX,76661,FALLS,Profit,Yes,FRESENIUS MEDICAL CARE,11,1,0,0,As Expected,33,49,458,52,478,As Expected,As Expected,As Expected,35,31,162,23.9,20.8,130.1,As Expected,17.1,As Expected,52,78.3,52,479,0,,Not Available,17,As Expected,45
452754,14,"TEXAS CITY DIALYSIS, LP",01/01/2016-12/31/2019,3,1,3557 PALMER HWY,,TEXAS CITY,TX,77590,GALVESTON,Profit,Yes,SANKAR NEPHROLOGY GROUP,17,1,0,0,As Expected,62,77,702,84,711,As Expected,As Expected,As Expected,70,95,275,27.5,31.5,251.7,Better than Expected,8.8,As Expected,85,64.9,85,740,0,,As Expected,39,As Expected,72
452755,14,DAVITA MEMORIAL DIALYSIS CENTER,01/01/2016-12/31/2019,4,1,11621 KATY FREEWAY,,HOUSTON,TX,77079,HARRIS,Profit,Yes,DAVITA,26,1,1,1,As Expected,116,156,1401,155,1402,As Expected,As Expected,As Expected,126,140,579,19.6,28.2,209.9,Better than Expected,15.7,As Expected,145,66.1,145,1273,0,,As Expected,44,As Expected,141
452757,14,SNG - SANDCASTLE DIALYSIS CENTER,01/01/2016-12/31/2019,4,1,8900 EMMETT F. LOWRY EXP,SUITE 201,TEXAS CITY,TX,77591,GALVESTON,Profit,Yes,SANKAR NEPHROLOGY GROUP,18,1,0,0,As Expected,52,69,726,72,746,As Expected,As Expected,As Expected,57,115,224,19.2,31.2,267.8,As Expected,11.5,As Expected,72,68.9,72,750,0,,As Expected,30,As Expected,51
452758,14,DAVITA MESA VISTA DIALYSIS,01/01/2016-12/31/2019,5,1,1211 EAST CLIFF DRIVE,SUITE C,EL PASO,TX,79902,EL PASO,Profit,Yes,DAVITA,25,1,1,0,As Expected,90,132,1140,136,1153,As Expected,As Expected,Worse than Expected,99,124,431,31.2,18.3,249.8,Better than Expected,13.8,Better than Expected,129,78.7,129,1108,0,,As Expected,67,As Expected,99
452660,14,FRESENIUS MEDICAL CARE HEREFORD,01/01/2016-12/31/2019,4,1,533 N 25 MILE AVE STE A,,HEREFORD,TX,79045,DEAF SMITH,Profit,Yes,FRESENIUS MEDICAL CARE,12,1,0,0,As Expected,49,65,633,65,640,As Expected,As Expected,As Expected,56,46,230,23.5,29.8,140.2,Better than Expected,8.4,As Expected,66,60.2,66,649,0,,As Expected,21,As Expected,59
452661,14,AQUA DIALYSIS LIVINGSTON LLC,01/01/2016-12/31/2019,4,1,209 WEST PARK DRIVE,,LIVINGSTON,TX,77351,POLK,Profit,Yes,AQUA DIALYSIS,12,1,0,0,As Expected,45,61,511,65,532,As Expected,As Expected,As Expected,52,71,212,23.7,30.6,267,As Expected,7.7,As Expected,64,67.5,64,540,0,,Not Available,25,As Expected,51
452663,14,DAVITA HUNTSVILLE DIALYSIS,01/01/2016-12/31/2019,3,1,521 IH 45 S,SUITE 20,HUNTSVILLE,TX,77340,WALKER,Profit,Yes,DAVITA,24,1,1,0,As Expected,56,72,625,76,646,Worse than Expected,Worse than Expected,As Expected,61,84,289,29.2,47.7,302.8,As Expected,15,As Expected,58,59.8,58,505,0,,As Expected,22,As Expected,62
452664,14,US RENAL CARE RIO GRANDE DIALYSIS,01/01/2016-12/31/2019,5,1,2787 PHARMACY RD,,RIO GRANDE CITY,TX,78582,STARR,Profit,Yes,"US RENAL CARE, INC.",15,1,0,0,As Expected,77,91,892,93,934,As Expected,As Expected,As Expected,82,80,307,20.6,18.7,132,Better than Expected,0,As Expected,93,54.3,93,924,0,,As Expected,33,As Expected,65
452665,14,DAVITA DENISON DIALYSIS CENTER,01/01/2016-12/31/2019,4,1,123 N. US HWY 75,,DENISON,TX,75020,GRAYSON,Profit,Yes,DAVITA,21,1,1,1,As Expected,108,145,1256,156,1327,As Expected,As Expected,As Expected,120,167,480,27.3,33.3,191.8,As Expected,36.7,As Expected,119,70.5,119,1040,0,,As Expected,92,As Expected,128
442606,8,FMC WEST KINGSPORT,01/01/2016-12/31/2019,4,1,3600 NETHERLAND INN ROAD,,KINGSPORT,TN,37660,SULLIVAN,Profit,Yes,FRESENIUS MEDICAL CARE,18,1,1,1,As Expected,76,120,1100,127,1149,As Expected,As Expected,As Expected,85,102,371,26.7,23.3,190.1,As Expected,26.9,As Expected,114,67.7,114,1015,0,,As Expected,50,As Expected,103
442607,8,DAVITA CAMDEN DIALYSIS,01/01/2016-12/31/2019,3,1,168 A WEST MAIN STREET,,CAMDEN,TN,38320,BENTON,Profit,Yes,DAVITA,13,1,0,0,Worse than Expected,32,40,337,41,357,As Expected,As Expected,As Expected,34,47,142,31.1,23.4,230.6,As Expected,62.2,As Expected,40,63.1,40,357,0,,As Expected,21,As Expected,31
442608,8,"DIALYSIS ASSOCIATES, LLC",01/01/2016-12/31/2019,5,1,110  IVY LANE,,PULASKI,TN,38478,GILES,Profit,Yes,RENAL CARE GROUP INC.,17,1,0,0,As Expected,39,48,414,50,441,As Expected,As Expected,As Expected,41,24,178,24.1,31.1,151,As Expected,22,As Expected,50,79.1,50,444,0,,Not Available,20,As Expected,33
442609,8,"DIALYSIS ASSOCIATES, LLC",01/01/2016-12/31/2019,3,1,28 WHITE BRIDGE ROAD,SUITE 311,NASHVILLE,TN,37205,DAVIDSON,Profit,Yes,RENAL CARE GROUP INC.,6,0,1,1,As Expected,53,95,769,103,813,As Expected,As Expected,As Expected,65,58,257,20.9,31.7,202.6,Not Available,26.1,As Expected,25,70.9,25,173,0,,Better than Expected,39,As Expected,92
442610,8,FMC MEMPHIS MIDTOWN,01/01/2016-12/31/2019,4,1,2225 UNION AVENUE,SUITE 200,MEMPHIS,TN,38104,SHELBY,Profit,Yes,FRESENIUS MEDICAL CARE,29,1,1,1,As Expected,111,172,1669,177,1703,As Expected,As Expected,As Expected,126,125,543,23.7,29.6,180,As Expected,10.7,As Expected,155,66,155,1478,0,,As Expected,52,As Expected,156
402531,3,FMC YAUCO DIALYSIS CENTER,01/01/2016-12/31/2019,3,1,25 CALLE PROLONGACION COMERCIO,EDIF. TORRE NAVEL SUITE 102 C,YAUCO,PR,698,YAUCO,Profit,Yes,FRESENIUS MEDICAL CARE,18,1,1,0,As Expected,61,128,1229,138,1293,As Expected,As Expected,Worse than Expected,63,53,320,43.2,33.9,170.4,Better than Expected,38.9,As Expected,125,55.2,125,1210,0,,As Expected,47,As Expected,111
442737,8,DAVITA INTERSTATE DRIVE DIALYSIS,01/01/2016-12/31/2019,5,1,1843 FOREMAN DRIVE,SUITE B,COOKEVILLE,TN,38501,PUTNAM,Profit,Yes,DAVITA,12,1,0,0,Not Available,13,17,115,18,129,As Expected,Not Available,As Expected,14,10,48,28.5,,89.1,As Expected,,As Expected,18,77.5,18,129,0,,Not Available,9,Worse than Expected,14
452592,14,SOUTH ARLINGTON DIALYSIS CENTER,01/01/2016-12/31/2019,5,1,3415 S COOPER STREET,SUITE 118,ARLINGTON,TX,76015,TARRANT,Profit,Yes,AMERICAN RENAL ASSOCIATES,36,1,1,1,As Expected,103,177,1714,182,1755,As Expected,Better than Expected,Better than Expected,139,120,577,14,11.4,143.9,As Expected,18.7,As Expected,171,71.6,171,1648,0,,Better than Expected,49,As Expected,134
452594,14,FRESENIUS MEDICAL CARE SOUTHWEST FORT WORTH,01/01/2016-12/31/2019,2,1,4804 BRYANT IRVIN COURT,,FORT WORTH,TX,76107,TARRANT,Profit,Yes,FRESENIUS MEDICAL CARE,24,1,0,0,As Expected,71,108,884,110,884,As Expected,As Expected,As Expected,82,106,311,19.7,31.7,210.5,Better than Expected,17.2,As Expected,110,47.9,110,913,0,,As Expected,54,As Expected,92
